canonical_name	common_name	start	stop direction
VNG6419H	VNG6419H	322357	322070	Rev
VNG6427H	VNG6427H	326050	325610	Rev
VNG6444H	VNG6444H	335842	335192	Rev
VNG6456H	VNG6456H	344808	344662	Rev
VNG6465H	VNG6465H	350384	349896	Rev
VNG6007H	VNG6007H	3719	1908	Rev
VNG6011H	VNG6011H	7860	5545	Rev
VNG6015H	VNG6015H	13380	12850	Rev
VNG6038H	VNG6038H	31896	30625	Rev
VNG6039H	VNG6039H	34264	33407	Rev
VNG6045H	VNG6045H	38520	38254	Rev
VNG6047H	VNG6047H	39437	39207	Rev
VNG6052H	VNG6052H	41368	41213	Rev
VNG6077H	VNG6077H	57493	57245	Rev
VNG6085H	VNG6085H	65320	64904	Rev
VNG6098H	VNG6098H	75015	74815	Rev
VNG6101H	VNG6101H	76757	75858	Rev
VNG6105H	VNG6105H	79339	79073	Rev
VNG6109H	VNG6109H	81614	81429	Rev
VNG6112H	VNG6112H	84766	83528	Rev
VNG6113H	VNG6113H	85381	84779	Rev
VNG6116H	VNG6116H	86398	85820	Rev
VNG6119H	VNG6119H	88697	86886	Rev
VNG6120H	VNG6120H	89376	89041	Rev
VNG6121H	VNG6121H	90164	89706	Rev
VNG6125H	VNG6125H	91681	91388	Rev
VNG6141H	VNG6141H	113157	112957	Rev
VNG6143H	VNG6143H	118026	114211	Rev
VNG6145H	VNG6145H	121358	120240	Rev
VNG6146H	VNG6146H	122090	121890	Rev
VNG6148H	VNG6148H	124873	123758	Rev
VNG6149H	VNG6149H	127824	125299	Rev
VNG6157H	VNG6157H	135987	135574	Rev
VNG6159H	VNG6159H	136724	136596	Rev
VNG6162H	VNG6162H	139074	138331	Rev
VNG6165H	VNG6165H	141534	141214	Rev
VNG6168H	VNG6168H	142574	142326	Rev
VNG6170H	VNG6170H	143415	143032	Rev
VNG6181H	VNG6181H	155246	154371	Rev
VNG6182H	VNG6182H	155989	155603	Rev
VNG6185H	VNG6185H	158670	158494	Rev
VNG6188H	VNG6188H	160552	160232	Rev
VNG6191H	VNG6191H	161740	161474	Rev
VNG6195H	VNG6195H	162568	162290	Rev
VNG6203H	VNG6203H	167461	166901	Rev
VNG6221H	VNG6221H	182919	181798	Rev
VNG6224H	VNG6224H	184712	184329	Rev
VNG6266H	VNG6266H	205846	205406	Rev
VNG6275H	VNG6275H	212772	212374	Rev
VNG6283H	VNG6283H	218577	217675	Rev
VNG6284H	VNG6284H	219185	218577	Rev
VNG6286H	VNG6286H	219773	219564	Rev
VNG6291H	VNG6291H	222757	222518	Rev
VNG6322H	VNG6322H	254730	254503	Rev
VNG6325H	VNG6325H	257069	256806	Rev
VNG6329H	VNG6329H	264970	264212	Rev
VNG6331H	VNG6331H	266725	265454	Rev
VNG6335H	VNG6335H	268731	268348	Rev
VNG6340H	VNG6340H	270422	270144	Rev
VNG6343H	VNG6343H	275623	275189	Rev
VNG6344H	VNG6344H	276105	275998	Rev
VNG6346H	VNG6346H	278499	278026	Rev
VNG6348H	VNG6348H	279653	279162	Rev
VNG6353H	VNG6353H	283526	283245	Rev
VNG6355H	VNG6355H	285849	285370	Rev
VNG6364H	VNG6364H	293988	293344	Rev
VNG6366H	VNG6366H	295108	294599	Rev
VNG6367H	VNG6367H	295849	295523	Rev
VNG6368H	VNG6368H	297333	296911	Rev
VNG6372H	VNG6372H	299469	299212	Rev
VNG6375H	VNG6375H	300321	299857	Rev
VNG6381H	VNG6381H	304292	303735	Rev
VNG6384H	VNG6384H	306399	306229	Rev
VNG6387H	VNG6387H	307326	307018	Rev
VNG6390H	VNG6390H	308740	308582	Rev
VNG6393H	VNG6393H	309755	309348	Rev
VNG6395H	VNG6395H	311100	309829	Rev
VNG6400H	VNG6400H	313047	312229	Rev
VNG6402H	VNG6402H	314011	313502	Rev
VNG6403H	VNG6403H	315084	314188	Rev
VNG6404H	VNG6404H	315651	315157	Rev
VNG6406H	VNG6406H	316931	315789	Rev
VNG6407H	VNG6407H	317128	316955	Rev
VNG6409H	VNG6409H	319002	318820	Rev
VNG6413H	VNG6413H	320476	319868	Rev
VNG6416H	VNG6416H	321673	320687	Rev
VNG6418H	VNG6418H	322067	321732	Rev
VNG6420H	VNG6420H	323033	322491	Rev
VNG6421H	VNG6421H	324345	323344	Rev
VNG6424H	VNG6424H	325516	325013	Rev
VNG6429H	VNG6429H	326877	326503	Rev
VNG6431H	VNG6431H	327929	327702	Rev
VNG6439H	VNG6439H	331546	330773	Rev
VNG6442H	VNG6442H	334165	332804	Rev
VNG6443H	VNG6443H	335177	334623	Rev
VNG6446H	VNG6446H	337524	337417	Rev
VNG6447H	VNG6447H	338851	337580	Rev
VNG6448H	VNG6448H	339496	339119	Rev
VNG6464H	VNG6464H	349893	349438	Rev
VNG6478H	VNG6478H	357964	357686	Rev
VNG6483H	VNG6483H	360661	359660	Rev
VNG6484H	VNG6484H	361460	360627	Rev
VNG6486H	VNG6486H	362934	362110	Rev
VNG6003H	VNG6003H	1172	837	Rev
VNG6001H	VNG6001H	812	366	Rev
VNG6005H	VNG6005H	1694	1299	Rev
VNG6012H	VNG6012H	8574	7864	Rev
VNG6076H	VNG6076H	57249	56134	Rev
VNG6102H	VNG6102H	78514	76757	Rev
VNG6321H	VNG6321H	253142	252840	Rev
VNG6327H	VNG6327H	260117	258588	Rev
VNG6020G	gvpL1	17550	16708	Rev
VNG6022G	gvpJ1	18234	17893	Rev
VNG6024G	gvpH1	19206	18661	Rev
VNG6026G	gvpF1	20102	19464	Rev
VNG6201G	hsp5	166840	166472	Rev
VNG6229G	gvpL2	186870	186313	Rev
VNG6232G	gvpJ2	187803	187510	Rev
VNG6235G	gvpH2	188629	188141	Rev
VNG6237G	gvpF2	189536	188886	Rev
VNG6453G	trxA1	342970	342614	Rev
VNG6010G	sojA	5401	4985	Rev
VNG6019G	gvpM1	16705	16454	Rev
VNG6021G	gvpK1	17888	17550	Rev
VNG6023G	gvpI1	18661	18230	Rev
VNG6025G	gvpG1	19457	19209	Rev
VNG6027G	gvpE1	20670	20098	Rev
VNG6028G	gvpD1	22283	20676	Rev
VNG6035G	htlD	29436	26686	Rev
VNG6050G	tbpB	40439	39882	Rev
VNG6065G	boa3	50012	49239	Rev
VNG6081G	crt	61340	60261	Rev
VNG6086G	sojC1	66251	65316	Rev
VNG6123G	sojD	90937	90167	Rev
VNG6130G	rad25	96846	95440	Rev
VNG6144G	trsE	120253	118022	Rev
VNG6164G	orc2	140644	139853	Rev
VNG6175G	trkA2	147136	146435	Rev
VNG6184G	cat4	158488	157394	Rev
VNG6199G	cdc48d	166403	164193	Rev
VNG6218G	trkA3	180145	179495	Rev
VNG6220G	cat2	181598	180138	Rev
VNG6230G	gvpK2	187505	187149	Rev
VNG6233G	gvpI2	188141	187803	Rev
VNG6236G	gvpG2	188817	188632	Rev
VNG6239G	gvpE2	190110	189532	Rev
VNG6240G	gvpD2	191593	190118	Rev
VNG6262G	zurM	203145	202144	Rev
VNG6264G	zurA	203921	203148	Rev
VNG6265G	ycdH	204952	203906	Rev
VNG6272G	orc5	212033	210591	Rev
VNG6294G	perA	227172	225013	Rev
VNG6299G	hypE	232264	231572	Rev
VNG6301G	aph	234123	232705	Rev
VNG6303G	exsB	236318	235632	Rev
VNG6308G	gltP	239271	237799	Rev
VNG6313G	nhaC3	244417	242963	Rev
VNG6315G	arcB	245708	244824	Rev
VNG6316G	arcC	246688	245768	Rev
VNG6317G	arcA	248387	246930	Rev
VNG6318G	arcR	249257	248469	Rev
VNG6326G	trp6	257967	257179	Rev
VNG6337G	sojE	269654	268740	Rev
VNG6351G	tfbC	283079	282129	Rev
VNG6354G	comA	284968	283532	Rev
VNG6363G	orc4	292622	291393	Rev
VNG6389G	tfbE	308322	307402	Rev
VNG6452G	trxB1	342610	341996	Rev
VNG6462G	phoT1	349424	348252	Rev
VNG6471G	cydB	353770	352778	Rev
VNG6473G	cydA	355211	353766	Rev
